2026-04-08 22:41:18,643 DEBUG    asyncio  Using selector: EpollSelector
2026-04-08 22:44:18,547 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-14/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:18,549 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-14', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:18.549750Z'}
2026-04-08 22:44:18,657 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-13/D "HTTP/1.1 200 OK"
2026-04-08 22:44:18,659 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-13', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:18.659582Z'}
2026-04-08 22:44:18,767 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-12/D "HTTP/1.1 200 OK"
2026-04-08 22:44:18,769 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-12', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:18.769560Z'}
2026-04-08 22:44:18,872 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-11/D "HTTP/1.1 200 OK"
2026-04-08 22:44:18,875 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-11', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:18.875179Z'}
2026-04-08 22:44:18,983 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-10/D "HTTP/1.1 200 OK"
2026-04-08 22:44:18,985 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-10', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:18.985321Z'}
2026-04-08 22:44:19,092 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-09/D "HTTP/1.1 200 OK"
2026-04-08 22:44:19,094 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-09', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.094736Z'}
2026-04-08 22:44:19,204 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-08/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:19,206 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-08', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.206314Z'}
2026-04-08 22:44:19,314 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-07/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:19,318 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-07', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.318557Z'}
2026-04-08 22:44:19,442 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-06/D "HTTP/1.1 200 OK"
2026-04-08 22:44:19,445 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-06', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.445099Z'}
2026-04-08 22:44:19,561 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-05/D "HTTP/1.1 200 OK"
2026-04-08 22:44:19,598 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-05', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.598591Z'}
2026-04-08 22:44:19,723 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-04/D "HTTP/1.1 200 OK"
2026-04-08 22:44:19,726 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-04', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.726292Z'}
2026-04-08 22:44:19,843 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-03/D "HTTP/1.1 200 OK"
2026-04-08 22:44:19,845 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-03', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.845544Z'}
2026-04-08 22:44:19,952 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-02/D "HTTP/1.1 200 OK"
2026-04-08 22:44:19,954 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-02', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:19.954381Z'}
2026-04-08 22:44:20,069 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-02-01/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:20,071 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-02-01', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.071537Z'}
2026-04-08 22:44:20,180 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-31/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:20,181 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-31', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.181632Z'}
2026-04-08 22:44:20,282 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-30/D "HTTP/1.1 200 OK"
2026-04-08 22:44:20,285 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-30', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.285207Z'}
2026-04-08 22:44:20,393 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-29/D "HTTP/1.1 200 OK"
2026-04-08 22:44:20,396 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-29', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.396245Z'}
2026-04-08 22:44:20,504 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-28/D "HTTP/1.1 200 OK"
2026-04-08 22:44:20,505 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-28', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.505825Z'}
2026-04-08 22:44:20,613 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-27/D "HTTP/1.1 200 OK"
2026-04-08 22:44:20,615 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-27', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.615914Z'}
2026-04-08 22:44:20,724 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-26/D "HTTP/1.1 200 OK"
2026-04-08 22:44:20,726 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-26', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.726263Z'}
2026-04-08 22:44:20,832 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-25/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:20,834 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-25', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.834226Z'}
2026-04-08 22:44:20,936 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-24/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:20,938 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-24', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:20.938522Z'}
2026-04-08 22:44:21,046 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-23/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,048 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-23', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.048081Z'}
2026-04-08 22:44:21,159 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-22/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,161 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-22', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.161355Z'}
2026-04-08 22:44:21,270 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-21/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,272 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-21', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.272603Z'}
2026-04-08 22:44:21,378 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-20/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,380 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-20', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.380845Z'}
2026-04-08 22:44:21,493 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-19/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,496 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-19', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.496874Z'}
2026-04-08 22:44:21,601 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-18/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:21,604 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-18', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.604751Z'}
2026-04-08 22:44:21,710 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-17/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:21,714 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-17', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.714142Z'}
2026-04-08 22:44:21,820 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-16/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,821 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-16', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.821776Z'}
2026-04-08 22:44:21,973 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-15/D "HTTP/1.1 200 OK"
2026-04-08 22:44:21,975 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-15', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:21.975018Z'}
2026-04-08 22:44:22,076 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-14/D "HTTP/1.1 200 OK"
2026-04-08 22:44:22,080 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-14', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:22.080172Z'}
2026-04-08 22:44:22,187 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-13/D "HTTP/1.1 200 OK"
2026-04-08 22:44:22,189 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-13', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:22.189814Z'}
2026-04-08 22:44:22,299 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-12/D "HTTP/1.1 200 OK"
2026-04-08 22:44:22,300 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-12', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:22.300653Z'}
2026-04-08 22:44:22,403 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-11/D "HTTP/1.1 404 Not Found"
2026-04-08 22:44:22,407 INFO     djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-11', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:44:22.407726Z'}
2026-04-08 22:44:22,458 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-10/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:44:22,461 ERROR    djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-10', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:44:22.460736Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-10/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-10/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:44:22,551 WARNING  djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-10', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:44:22.551439Z'}
2026-04-08 22:44:22,602 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-09/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:44:22,604 ERROR    djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-09', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:44:22.603861Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-09/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-09/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:44:22,686 WARNING  djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-09', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:44:22.686754Z'}
2026-04-08 22:44:22,735 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-08/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:44:22,737 ERROR    djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-08', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:44:22.737369Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-08/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SP/2026-01-08/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:44:22,811 WARNING  djen_backup.backfill  {'tribunal': 'TRE-SP', 'date': '2026-01-08', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:44:22.811334Z'}
2026-04-08 22:44:22,812 WARNING  djen_backup.backfill  {'tribunal': 'TRE-SP', 'year': 2026, 'reason': '3 consecutive errors', 'event': 'backfill_tribunal_skipped', 'level': 'warning', 'timestamp': '2026-04-09T02:44:22.812396Z'}
2026-04-08 22:44:26,029 INFO     httpx  HTTP Request: GET https://archive.org/metadata/djen-tre-to-2026/files "HTTP/1.1 200 OK"
2026-04-08 22:44:26,031 INFO     djen_backup.backfill  {'tribunal': 'TRE-TO', 'year': 2026, 'gaps': 98, 'event': 'backfill_tribunal_year', 'level': 'info', 'timestamp': '2026-04-09T02:44:26.031379Z'}
2026-04-08 22:44:26,079 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-08/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:44:26,081 ERROR    djen_backup.backfill  {'tribunal': 'TRE-TO', 'date': '2026-04-08', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:44:26.081071Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-08/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-08/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:44:26,172 WARNING  djen_backup.backfill  {'tribunal': 'TRE-TO', 'date': '2026-04-08', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:44:26.172949Z'}
2026-04-08 22:44:26,222 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-07/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:44:26,224 ERROR    djen_backup.backfill  {'tribunal': 'TRE-TO', 'date': '2026-04-07', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:44:26.224093Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-07/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-07/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:44:26,311 WARNING  djen_backup.backfill  {'tribunal': 'TRE-TO', 'date': '2026-04-07', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:44:26.311371Z'}
2026-04-08 22:44:26,360 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-06/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:44:26,362 ERROR    djen_backup.backfill  {'tribunal': 'TRE-TO', 'date': '2026-04-06', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:44:26.362172Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-TO/2026-04-06/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
